Object ID,National Inventory of Dams ID (NID ID),Other Structure ID,Federal ID,Data Last Updated,Dam Name,Other Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude (North–South),Longitude (East–West),State or Territory,County and State,Nearest City or Town,Distance to Nearest City/Town (Miles),River or Stream,Congressional Representative District,Congressional Representative,Federal Agency Owner,Federal Agency Involvement in Funding,Federal Agency Involvement in Design,Federal Agency Involvement in Construction,Federal Agency Involvement in Regulatory,Federal Agency Involvement in Inspection,Federal Agency Involvement in Operation,Federal Agency Involvement – Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,The material upon which dam is founded,Dam Height (feet),Hydraulic Height (feet),Structural Height (feet),National Inventory of Dams (NID) Height,Dam Length (feet),Dam Volume (cubic yards),Year Completed,National Inventory of Dams (NID) Storage,Maximum Storage,Normal Storage (acre feet),Surface Area (acres),Drainage Area (Square Miles),Maximum Discharge,Spillway Type,Spillway Width (feet),Number of Locks,Length of Locks (feet),Lock Width (feet),Year Modified,Outlet Gates,Number of Associated Structures,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Dam Condition Assessment,Recent Dam Assessment Date,Emergency Action Plan (EAP) Prepared,Emergency Action Plan (EAP) Last Reviewed Date,SE_ANNO_CAD_DATA,Former Names,Is Associated Structure?,American Indian/Alaska Native/Native Hawaiian,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Natural Resources Conservation Service (NRCS) Watershed Dam Authorization,Operational Status,Operational Status Date,Website URL,x,y
104,CA10148,S003,CA10148S003,11/21/2024 12:00:00 PM,Folsom Dike 3,Folsom Lake,Federal,Federal,,11,,No,No,No,,No,No,No,DOI BR,38.75062268,-121.14933414,California,"Placer, California",HIDDEN VALLEY,1,AMERICAN RIVER,"Congressional District 03, California",Tom McClintock (R),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation, Water Supply",Earth,Earth,,,10,5,10,10,1395,,1956,1120000,976955,,11180,1570,0,None,0,0,0,0,,,"CA10148, CA10148S001, CA10148S002, CA10148S004, CA10148S005, CA10148S006, CA10148S007, CA10148S008, CA10148S009, CA10148S010, CA10148S011",9/15/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-121.149334138,38.750622675
114,CA10148,S008,CA10148S008,11/21/2024 12:00:00 PM,Folsom Dike 8,Folsom Lake,Federal,Federal,,11,,No,No,No,,No,No,No,DOI BR,38.6933,-121.133,California,"Sacramento, California",FOLSOM,1,AMERICAN RIVER,"Congressional District 03, California",Ami Bera (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation, Water Supply",Earth,Earth,,,15,10,21,21,740,,1956,1120000,1120000,1010000,11180,1570,0,None,0,0,0,0,,,"CA10148, CA10148S001, CA10148S002, CA10148S003, CA10148S004, CA10148S005, CA10148S006, CA10148S007, CA10148S009, CA10148S010, CA10148S011",9/15/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-121.133,38.6933000000001
123,CA10148,S007,CA10148S007,11/21/2024 12:00:00 PM,Folsom Dike 7,Folsom Lake,Federal,Federal,,11,,No,No,No,,No,No,No,DOI BR,38.6953,-121.1421,California,"Sacramento, California",FOLSOM,1,AMERICAN RIVER,"Congressional District 03, California",Ami Bera (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation, Water Supply",Earth,Earth,,,35,30,38,38,890,,1956,1120000,976955,,11180,1570,0,None,0,0,0,0,,,"CA10148, CA10148S001, CA10148S002, CA10148S003, CA10148S004, CA10148S005, CA10148S006, CA10148S008, CA10148S009, CA10148S010, CA10148S011",9/15/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-121.1421,38.6953
124,CA10148,S010,CA10148S010,10/22/2025 12:00:00 PM,Folsom Left Wing,Folsom Lake,Federal,Federal,,11,,No,No,No,,No,No,No,DOI BR,38.7058,-121.1525,California,"Sacramento, California",FOLSOM,1,AMERICAN RIVER,"Congressional District 03, California",Ami Bera (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation, Water Supply",Earth,Earth,,,145,140,145,145,2100,,1956,1120000,976955,,11180,1570,0,None,0,0,0,0,,,"CA10148, CA10148S001, CA10148S002, CA10148S003, CA10148S004, CA10148S005, CA10148S006, CA10148S007, CA10148S008, CA10148S009, CA10148S011",9/15/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-121.1525,38.7058000000001
125,CA10148,S011,CA10148S011,10/22/2025 12:00:00 PM,Folsom Right Wing,Folsom Lake,Federal,Federal,,11,,No,No,No,,No,No,No,DOI BR,38.7102,-121.1637,California,"Sacramento, California",FOLSOM,1,AMERICAN RIVER,"Congressional District 03, California",Ami Bera (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation, Water Supply",Earth,Earth,,,145,140,145,145,6700,,1956,1120000,976955,,11180,1570,0,None,0,0,0,0,,,"CA10148, CA10148S001, CA10148S002, CA10148S003, CA10148S004, CA10148S005, CA10148S006, CA10148S007, CA10148S008, CA10148S009, CA10148S010",9/15/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-121.1637,38.7102
799,CA00700,,CA00700,9/13/2024 12:00:00 PM,Green Valley,,Private,Private,673,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.7764,-120.151,California,"Mariposa, California",,,Smith Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,33,29,,33,1040,,1957,240,240,,20,0.59,,,,,,,,,,6/4/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.151,37.7764000000001
801,CA00411,,CA00411,1/19/2024 12:00:00 PM,Wishon Main,,Private,Private,01988-02-01,1,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,37.0042,-118.9684,California,"Fresno, California",Wishon Village,1,North Fork Kings River        ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Rockfill,Rockfill,Multi-Arch,Unlisted/Unknown,260,260,260,260,3330,,1958,133600,133600,129118,1025,177,52200,Controlled,330,,,,,Tainter (radial) - 6,CA00411S001,8/17/2023 12:00:00 PM,1,High,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-118.9684,37.0042
802,CA00807,,CA00807,9/13/2024 12:00:00 PM,Uvas,,Public Utility,Public Utility,72.012,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.0642,-121.6923,California,"Santa Clara, California",Gilroy,4,Uvas Creek,"Congressional District 19, California",Zoe Lofgren (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,118,106,,118,1100,,1957,10000,10000,,280,32,,,,,,,,,,4/15/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/11/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.6923,37.0642
803,CA00810,,CA00810,9/13/2024 12:00:00 PM,Deer Creek,,Local Government,Local Government,1007.003,0,USDA NRCS,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.9227,-121.7607,California,"Contra Costa, California",Brentwood,0,Deer Creek,"Congressional District 10, California",Mark DeSaulnier (D),,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,29,23,,29,900,,1963,233,233,,33,4.86,,,,,,,,,,5/15/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,3/28/2023 12:00:00 PM,System.Byte[],,No,,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.7607,37.9227000000001
804,CA00815,,CA00815,1/19/2024 12:00:00 PM,Junction,,Public Utility,Public Utility,02101-07-01,0,Bechtel,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.8521,-120.4574,California,"El Dorado, California",Coloma                                            ,30,South Fork Silver Creek       ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Concrete,"Arch, Concrete",,,168,150,168,168,525,,1962,3000,2609,3000,64,142,53000,Uncontrolled,200,,,,,,,8/29/2023 12:00:00 PM,1,Significant,Satisfactory,9/29/2023 12:00:00 PM,,1/3/2023 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.4574,38.8521000000001
805,CA00817,,CA00817,1/19/2024 12:00:00 PM,Camino,,Public Utility,Public Utility,02101-09-01,0,Bechtel,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.8283,-120.5367,California,"El Dorado, California",Coloma,23,Silver Creek                  ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Concrete,"Arch, Concrete",,,133,130,133,133,470,,1961,543,543,528,20,165,64000,Controlled,120,,,,,Vertical Lift - 3,,8/17/2023 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,1/3/2023 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.5367,38.8283000000001
806,CA00819,,CA00819,1/19/2024 12:00:00 PM,Robbs Peak,,Public Utility,Public Utility,02101-04-01,0,Bechtel,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.9478,-120.3885,California,"El Dorado, California",Coloma,40,South Fork Rubicon            ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Concrete,"Concrete, Gravity",,,50,50,50,50,332,,1963,150,150,30,2,17,10500,Controlled,,,,,,,,8/17/2023 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.3885,38.9478
807,CA00900,,CA00900,4/2/2025 12:00:00 PM,San Diego Reservoir,,Public Utility,Public Utility,1069,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.0305,-120.3898,California,"Tuolumne, California",Columbia,0.6,Tr Mormon Cr,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,39,35,,39,155,,1860,40,40,,5,0.06,,,,,,,,,,7/11/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,4/23/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.3898,38.0305000000001
808,CA00911,,CA00911,1/19/2024 12:00:00 PM,Clear Lake,Cache Creek,Local Government,Local Government,04063-01-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.9227,-122.5663,California,"Lake, California",Rumsey                                            ,16,Cache Creek                   ,"Congressional District 04, California",Mike Thompson (D),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Irrigation,"Flood Risk Reduction, Hydroelectric, Irrigation, Water Supply",Concrete,"Concrete, Gravity",,Rock,35,35,43,43,200,,1914,378000,378000,320000,43900,528,20000,Controlled,118,,,,,,,9/13/2022 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/19/2019 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-122.5663,38.9227000000001
809,CA00915,,CA00915,9/13/2024 12:00:00 PM,A and C,,Private,Private,1110.002,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.7805,-120.7981,California,"Modoc, California",,,Sfk Willow Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,13,7,,13,1200,,1923,800,800,,210,120,,,,,,,,,,6/18/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.7981,41.7805000000001
810,CA00608,,CA00608,9/13/2024 12:00:00 PM,Williamson No. 1,,Private,Private,464,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.7555,-120.9372,California,"El Dorado, California",,,Tr Weber Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,42,34,,42,240,,1926,117,117,,11,1.3,,,,,,,,,,1/25/2024 12:00:00 PM,1,Significant,Poor,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9372,38.7555
811,CA00611,,CA00611,9/13/2024 12:00:00 PM,Big Canyon Creek,,Private,Private,469,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6109,-120.9036,California,"El Dorado, California",,,Big Canyon Cr,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Other,"Other, Tailings, Water Supply",Earth,Earth,,,63,58,,63,432,,1935,395,395,,20,5.4,,,,,,,,,,4/3/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9036,38.6109000000001
835,CA00331,,CA00331,1/19/2024 12:00:00 PM,Lower Bucks Lake,Bucks Diversion,Private,Private,00619-03-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.9014,-121.2285,California,"Plumas, California",Pulga,18,Brush Creek                   ,"Congressional District 03, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,"Hydroelectric, Recreation, Water Supply",Concrete,"Arch, Concrete, Gravity",,Rock,99,89,96,99,495,,1928,5843,5843,5840,136,31.2,15500,Uncontrolled,100,,,,,,,8/8/2023 12:00:00 PM,1,High,Fair,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-121.2285,39.9014000000001
840,CA00136,,CA00136,4/2/2025 12:00:00 PM,Sunset South Basin,,Local Government,Local Government,10.025,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.7498,-122.4855,California,"San Francisco, California",San Francisco,0,Offstream,"Congressional District 11, California",Nancy Pelosi (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,34,32,,34,980,,1960,268,268,,12,,,,,,,,,,,11/13/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,1/27/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.4855,37.7498000000001
841,CA00141,,CA00141,9/13/2024 12:00:00 PM,Lake Madigan,,Local Government,Local Government,14.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.3074,-122.1939,California,"Solano, California",Green Valley,3.7,Wild Horse Creek,"Congressional District 08, California",John Garamendi (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,89,77,,89,665,,1908,1175,1175,,72,1.92,3670,,,,,,,,,9/28/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,9/20/2015 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.1939,38.3074
842,CA00148,,CA00148,11/11/2024 12:00:00 PM,St. Helena Lower,,Local Government,Local Government,16.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.5073,-122.4912,California,"Napa, California",St. Helena,0.2,Tr Napa River,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,44,42,,44,856,,1878,210,210,,12,0.14,,,,,,,,,,4/3/2024 12:00:00 PM,1,High,Poor,5/10/2024 12:00:00 PM,,10/15/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.4912,38.5073
843,CA00151,,CA00151,9/13/2024 12:00:00 PM,Perris Hill Reservoir,,Local Government,Local Government,17.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.1331,-117.264,California,"San Bernardino, California",City of San Bernardino,0,Offstream,"Congressional District 33, California",Pete Aguilar (D),,,,,,,,,Water Supply,Water Supply,Other,Other,,,31,30,,31,1150,,1962,31,31,,1,,,,,,,,,,,2/22/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,9/25/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.264,34.1331000000001
846,CA00334,,CA00334,1/19/2024 12:00:00 PM,Three Lakes,,Private,Private,00619-01-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.9681,-121.2234,California,"Plumas, California",Rogers Camp,3,Feather River                 ,"Congressional District 03, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Rockfill,Rockfill,,Rock,30,27,33,33,584,,1928,606,606,513,44,1.3,500,Uncontrolled,6078,,,,,,,8/8/2023 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-121.2234,39.9681
847,CA00339,,CA00339,1/19/2024 12:00:00 PM,San Joaquin No. 3 Forebay,,Private,Private,01354-04-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,37.2534,-119.5325,California,"Madera, California",North Fork,2,North Fork Willow Creek       ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,Buttress,Unlisted/Unknown,40,7,40,40,450,,1906,20,20,19,3,,170,Uncontrolled,42,,,,,,,9/8/2022 12:00:00 PM,3,Low,Fair,9/29/2023 12:00:00 PM,,1/3/2023 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-119.5325,37.2534000000001
848,CA00341,,CA00341,1/19/2024 12:00:00 PM,Merced Falls,,Public Utility,Public Utility,02467-01-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,37.5222,-120.3295,California,"Merced, California",Snelling                                          ,7,Merced River                  ,"Congressional District 13, California",Jim Costa (D),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Concrete,"Concrete, Earth, Gravity",Multi-Arch,Unlisted/Unknown,43,29,34,43,1679,,1901,678,678,603,65,1020,44000,Controlled,610,,,,,Tainter (radial) - 3,,8/9/2023 12:00:00 PM,1,High,Fair,9/29/2023 12:00:00 PM,,12/29/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.3295,37.5222000000001
849,CA00347,,CA00347,1/19/2024 12:00:00 PM,Blue Lake,,Private,Private,02310-09-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.3585,-120.6361,California,"Nevada, California",None                                              ,,Rucker Creek                  ,"Congressional District 03, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,,,21,21,25,25,282,,1856,1200,1163,1200,62,0.3,253,Uncontrolled,12,,,,,,,8/16/2023 12:00:00 PM,1,High,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.6361,39.3585
850,CA00719,,CA00719,9/13/2024 12:00:00 PM,Rancho Del Ciervo,,Private,Private,752,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.4748,-119.8218,California,"Santa Barbara, California",Goleta,1.1,Tr San Jose Cr,"Congressional District 24, California",Salud O. Carbajal (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,65,59,,65,758,,1938,165,165,,8,0.76,,,,,,,,,,6/12/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,3/16/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.8218,34.4748000000001
851,CA00420,,CA00420,1/19/2024 12:00:00 PM,Murphys Forebay South,,Public Utility,Public Utility,02019-05-01,1,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.1493,-120.4293,California,"Calaveras, California",Murphys,1,Angels Creek                  ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,,,27,25,27,27,415,,1953,60,60,57,3,1,840,Uncontrolled,,,,,,,CA00420S001,5/31/2023 12:00:00 PM,1,High,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.4293,38.1493
852,CA00421,,CA00421,1/19/2024 12:00:00 PM,Drum Afterbay,,Private,Private,02310-27-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.2544,-120.775,California,"Placer, California",None                                              ,,Bear River                    ,"Congressional District 03, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Concrete,"Arch, Concrete",,,102,98,102,102,356,,1968,341,341,181,10,12,5300,Controlled,138,,,,,"Other Controlled - 1, Tainter (radial) - 4",,9/20/2022 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/23/2021 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.775,39.2544
853,CA00424,,CA00424,1/19/2024 12:00:00 PM,Ross,,Private,Private,02699-03-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.1163,-120.5157,California,"Calaveras, California",Angels Camp                                       ,2,Angels Creek                  ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Gravity,"Gravity, Masonry",,,44,33,39,44,710,,1892,110,110,100,14.8,,20,Uncontrolled,20,,,,,,,8/10/2022 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.5157,38.1163
854,CA00163,,CA00163,5/20/2025 12:00:00 PM,Lafayette,,Public Utility,Public Utility,31.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.88377,-122.13715,California,"Contra Costa, California","Lafayette, CA",0.3,Lafayette Creek,"Congressional District 10, California",Mark DeSaulnier (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,132,116,,132,1200,,1929,4250,4250,,126,1.34,,,,1762875,,,,,,10/23/2023 12:00:00 PM,1,High,Fair,9/1/2017 12:00:00 PM,,5/9/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.13715,37.88377
855,CA00517,,CA00517,9/13/2024 12:00:00 PM,Mccoy Flat,,Private,Private,236.003,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.4537,-120.9431,California,"Lassen, California",,,Susan River,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,21,19,,21,650,,1891,17290,17290,,1800,110,,,,,,,,,,6/4/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9431,40.4537
